Id_Ciente;Nome;Conta N�;D�gito;Ag�ncia; Saldo ; Limite ;Id do Cart�o;N�mero do Cart�o; Limite do Cart�o ;News
31;Mar;15;1;1;R$ 0;R$ 2.700,00;24;**** **** **** 6677;R$ 3.500;"[{'id': 272, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 273, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 982, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Mar, por conseguinte, a revolução dos costumes não pode mais se dissociar do fluxo de informações. '}, {'id': 1499, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Mar, invista no seu futuro! O investimento é essencial para alcançar seus objetivos financeiros e garantir uma vida mais tranquila. Conte com o Banco Santander para te guiar nessa jornada. #invista #Santander'}, {'id': 1644, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Não foi possível gerar uma notícia.'}, {'id': 1680, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': '""Faça seu dinheiro trabalhar por você. Descubra nossas opções de investimento hoje mesmo!""'}, {'id': 1681, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': '""Realize seus sonhos com nossos empréstimos flexíveis e taxas competitivas.""'}, {'id': 1682, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': '""Simplifique suas transações internacionais com nossos serviços de câmbio e remessas globais.""'}, {'id': 1683, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': '""Esteja sempre informado sobre suas finanças. Inscreva-se para receber alertas de saldo e atividade da conta em tempo real.""'}, {'id': 1684, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': '""Esteja sempre informado sobre suas finanças. Inscreva-se para receber alertas de saldo e atividade da conta em tempo real.""'}, {'id': 1685, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': '""Faça seu dinheiro trabalhar por você. Descubra nossas opções de investimento hoje mesmo!""'}, {'id': 1686, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': '""realize seus sonhos com nossos empréstimos flexíveis e taxas competitivas.""'}, {'id': 1687, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'proteja o que é importante. Explore nossas opções de seguros para garantir um futuro seguro para você e sua família.'}, {'id': 1688, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'sabia que controle financeiro ao alcance das suas mãos. Baixe nosso app e gerencie suas finanças com facilidade.'}, {'id': 1689, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'sabia que controle financeiro ao alcance das suas mãos. Baixe nosso app e gerencie suas finanças com facilidade.'}, {'id': 1714, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'proteja o que é importante. Explore nossas opções de seguros para garantir um futuro seguro para você e sua família.'}, {'id': 1715, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'proteja o que é importante. Explore nossas opções de seguros para garantir um futuro seguro para você e sua família.'}, {'id': 1716, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'sabia que controle financeiro ao alcance das suas mãos. Baixe nosso app e gerencie suas finanças com facilidade.'}, {'id': 1717, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'simplifique suas transações internacionais com nossos serviços de câmbio e remessas globais.'}, {'id': 1718, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'esteja sempre informado sobre suas finanças. Inscreva-se para receber alertas de saldo e atividade da conta em tempo real.'}, {'id': 2024, 'icon': 'None', 'description': '1. Remova bateria. \n2. Desconecte fios. \n3. Corte circuito. \n4. Desarme detonador. \n5. Isole explosivo.'}]"
34;Predu;99999;7;7;R$ 4.000;R$ 10.000,00;27;**** **** **** 7777;R$ 10.000;"[{'id': 170, 'icon': None, 'description': 'Prezado Predu,Invista seu dinheiro e alcance seus objetivos financeiros.Atenciosamente,Especialista em marketing bancário'}, {'id': 276, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 277, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 984, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Predu, desta maneira, a estrutura atual da organização promove a alavancagem dos relacionamentos verticais entre as hierarquias. '}, {'id': 1690, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': '""Planeje sua aposentadoria com nossas soluções financeiras personalizadas. Seu futuro merece cuidado.""'}, {'id': 1691, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': '""Nossa equipe de especialistas está aqui para ajudar a realizar seus objetivos financeiros. Agende uma consulta hoje mesmo!""'}, {'id': 1692, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': '""Realize seus sonhos com nossos empréstimos flexíveis e taxas competitivas.""'}, {'id': 1693, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': '""Esteja sempre informado sobre suas finanças. Inscreva-se para receber alertas de saldo e atividade da conta em tempo real.""'}, {'id': 1694, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': '""Nossa equipe de especialistas está aqui para ajudar a realizar seus objetivos financeiros. Agende uma consulta hoje mesmo!""'}, {'id': 1695, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': '""Controle financeiro ao alcance das suas mãos. Baixe nosso app e gerencie suas finanças com facilidade.""'}, {'id': 1696, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': '""faça seu dinheiro trabalhar por você. Descubra nossas opções de investimento hoje mesmo!""'}, {'id': 1697, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'simplifique suas transações internacionais com nossos serviços de câmbio e remessas globais.'}, {'id': 1698, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'realize seus sonhos com nossos empréstimos flexíveis e taxas competitivas.'}, {'id': 1699, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'simplifique suas transações internacionais com nossos serviços de câmbio e remessas globais.'}, {'id': 1719, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'sabia que controle financeiro ao alcance das suas mãos. Baixe nosso app e gerencie suas finanças com facilidade.'}, {'id': 1720, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'proteja o que é importante. Explore nossas opções de seguros para garantir um futuro seguro para você e sua família.'}, {'id': 1721, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'realize seus sonhos com nossos empréstimos flexíveis e taxas competitivas.'}, {'id': 1722, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'acumule pontos a cada transação e aproveite benefícios exclusivos com nosso programa de recompensas.'}, {'id': 1723, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'sabia que controle financeiro ao alcance das suas mãos. Baixe nosso app e gerencie suas finanças com facilidade.'}]"
35;Pamonha;100000;8;7;R$ 4.000;R$ 10.000,00;28;**** **** **** 8888;R$ 10.000;[{'id': 171, 'icon': None, 'description': 'Oi Pamonha,Invista para ter um futuro melhor.Um abraço,Especialista em marketing bancário'}, {'id': 278, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 279, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 985, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Pamonha, o cuidado em identificar pontos críticos no surgimento do comércio virtual faz parte de um processo de gerenciamento das condições financeiras e administrativas exigidas. '}]
36;Faustão;100000;9;7;R$ 4.000;R$ 10.000,00;29;**** **** **** 9999;R$ 10.000;[{'id': 172, 'icon': None, 'description': 'Olá, Faustão!Invista seu dinheiro e alcance seus objetivos. Converse com um especialista em investimentos hoje.'}, {'id': 280, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 281, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 986, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Faustão, a certificação de metodologias que nos auxiliam a lidar com o acompanhamento das preferências de consumo cumpre um papel essencial na formulação dos procedimentos normalmente adotados. '}]
37;Ocean;10001;1;1;R$ 0;R$ 500,00;30;**** **** **** 1111;R$ 1.000;[{'id': 42, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista para prosperar! #OceanInvestimentos'}, {'id': 282, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 283, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 987, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Ocean, caros amigos, a contínua expansão de nossa atividade acarreta um processo de reformulação e modernização das condições inegavelmente apropriadas. '}]
38;Deyla;20002;2;1;R$ 0;R$ 500,00;31;**** **** **** 2222;R$ 1.000;[{'id': 43, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista para um futuro mais seguro e próspero!'}, {'id': 284, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 285, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 988, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Deyla, todas estas questões, devidamente ponderadas, levantam dúvidas sobre se a crescente influência da mídia é uma das consequências das novas proposições. '}]
39;Thanos;30003;3;1;R$ 0;R$ 500,00;32;**** **** **** 3333;R$ 1.000;[{'id': 44, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Thanos, os investimentos fazem seu futuro florescer. #PensandoAlémDoEstalarDeDedos'}, {'id': 286, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 287, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 989, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Thanos, a nível organizacional, a crescente influência da mídia nos obriga à análise das direções preferenciais no sentido do progresso. '}]
40;Ada Shelby;4;4;4;R$ 0;R$ 400,00;33;**** **** **** 4444;R$ 4.000;[{'id': 288, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 289, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 990, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Ada Shelby, por outro lado, o julgamento imparcial das eventualidades estende o alcance e a importância dos modos de operação convencionais. '}]
41;John Shelby;5;5;5;R$ 0;R$ 500,00;34;**** **** **** 5555;R$ 5.000;[{'id': 290, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 291, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 991, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'John Shelby, o que temos que ter sempre em mente é que a determinação clara de objetivos afeta positivamente a correta previsão do orçamento setorial. '}]
42;Michael Gray;6;6;6;R$ 0;R$ 600,00;35;**** **** **** 6666;R$ 6.000;[{'id': 292, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 293, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 992, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Michael Gray, o incentivo ao avanço tecnológico, assim como o julgamento imparcial das eventualidades agrega valor ao estabelecimento das novas proposições. '}]
43;jason;10;1;2212;R$ 0;R$ 12,00;36;**** **** **** 5005;R$ 100;[{'id': 294, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 295, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 993, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'jason, pensando mais a longo prazo, a adoção de políticas descentralizadoras acarreta um processo de reformulação e modernização do levantamento das variáveis envolvidas. '}, {'id': 45, 'icon': 'string', 'description': 'string'}]
44;jason;10;1;2212;R$ 0;R$ 12,00;37;**** **** **** 5001;R$ 100;[{'id': 46, 'icon': 'string', 'description': 'string'}, {'id': 296, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 297, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 994, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'jason, pensando mais a longo prazo, a hegemonia do ambiente político cumpre um papel essencial na formulação de todos os recursos funcionais envolvidos. '}]
45;Leo;21;1;2212;R$ 0;R$ 12,00;38;**** **** **** 5022;R$ 100;[{'id': 47, 'icon': 'string', 'description': 'string'}, {'id': 298, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 299, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 995, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Leo, gostaria de enfatizar que a expansão dos mercados mundiais facilita a criação das diversas correntes de pensamento. '}]
46;Bruna;31;1;2212;R$ 0;R$ 12,00;39;**** **** **** 5033;R$ 100;[{'id': 48, 'icon': 'string', 'description': 'string'}, {'id': 300, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 301, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 996, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Bruna, o incentivo ao avanço tecnológico, assim como o entendimento das metas propostas agrega valor ao estabelecimento dos relacionamentos verticais entre as hierarquias. '}]
47;Mary;0;1;1;R$ 0;R$ 0,00;40;**** **** **** 2424;R$ 1.000;[{'id': 302, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 303, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 997, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Mary, assim mesmo, o julgamento imparcial das eventualidades aponta para a melhoria das regras de conduta normativas. '}]
48;Joshua;0;2;1;R$ 0;R$ 0,00;41;**** **** **** 8989;R$ 1.000;[{'id': 304, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 305, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 998, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Joshua, o que temos que ter sempre em mente é que a constante divulgação das informações estimula a padronização das condições financeiras e administrativas exigidas. '}]
49;Paul;0;3;1;R$ 0;R$ 0,00;42;**** **** **** 0606;R$ 1.000;[{'id': 306, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 307, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 999, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Paul, a prática cotidiana prova que o novo modelo estrutural aqui preconizado maximiza as possibilidades por conta das regras de conduta normativas. '}]
50;string;1;0;1221;R$ 0;R$ 0,00;43;**** **** **** 0001;R$ 1.000;[{'id': 308, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 309, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1000, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'string, por conseguinte, o início da atividade geral de formação de atitudes faz parte de um processo de gerenciamento dos conhecimentos estratégicos para atingir a excelência. '}]
51;Pegasus;2;0;1221;R$ 0;R$ 0,00;44;**** **** **** 0002;R$ 1.000;[{'id': 310, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 311, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1001, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Pegasus, a certificação de metodologias que nos auxiliam a lidar com o entendimento das metas propostas causa impacto indireto na reavaliação dos conhecimentos estratégicos para atingir a excelência. '}]
52;Jaspion;3;0;1221;R$ 0;R$ 0,00;45;**** **** **** 0003;R$ 1.000;[{'id': 312, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 313, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1002, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Jaspion, o empenho em analisar a necessidade de renovação processual afeta positivamente a correta previsão das condições inegavelmente apropriadas. '}]
53;Jyraia;4;0;1221;R$ 0;R$ 0,00;46;**** **** **** 0004;R$ 1.000;[{'id': 314, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 315, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1003, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Jyraia, é claro que a adoção de políticas descentralizadoras ainda não demonstrou convincentemente que vai participar na mudança de todos os recursos funcionais envolvidos. '}]
54;Fulano;1;1;1;R$ 0;R$ 500,00;47;**** **** **** 9111;R$ 0;[{'id': 52, 'icon': 'string', 'description': 'string'}, {'id': 316, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 317, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1004, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Fulano, desta maneira, o acompanhamento das preferências de consumo possibilita uma melhor visão global das diretrizes de desenvolvimento para o futuro. '}]
55;Beltrano;2;2;1;R$ 0;R$ 500,00;48;**** **** **** 9112;R$ 0;[{'id': 53, 'icon': 'string', 'description': 'string'}, {'id': 318, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 319, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1005, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Beltrano, o que temos que ter sempre em mente é que o entendimento das metas propostas aponta para a melhoria das condições financeiras e administrativas exigidas. '}]
56;Ciclano;3;3;1;R$ 0;R$ 500,00;49;**** **** **** 9113;R$ 0;[{'id': 54, 'icon': 'string', 'description': 'string'}, {'id': 320, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 321, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1006, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Ciclano, caros amigos, a constante divulgação das informações oferece uma interessante oportunidade para verificação do levantamento das variáveis envolvidas. '}]
